X,Y,Z
-3417.570069075215,-334.0941516469746,0.0
-3417.561485930978,-334.09928382523805,0.0
-3417.55288826147,-334.10439147272507,0.0
-3417.544261677093,-334.10944905623495,0.0
-3417.5356539406826,-334.1145387466238,0.0
-3417.5271455216707,-334.1197917991537,0.0
-3417.5187845611676,-334.1252759373303,0.0
-3417.507156031533,-334.13333935237716,0.0
-3417.4990203034217,-334.1391538934401,0.0
-3417.4909500487247,-334.14505897166083,0.0
-3417.482946274923,-334.15105384985833,0.0
-3417.475009981197,-334.15713777963845,0.0
-3417.467142158305,-334.16331000149177,0.0
-3417.4593437884546,-334.16956974488494,0.0
-3417.4516158451856,-334.1759162283605,0.0
-3417.4439592932445,-334.18234865963046,0.0
-3417.436375088466,-334.1888662356786,0.0
-3417.4234352524218,-334.2012803531517,0.0
-3417.416739399353,-334.20870681878057,0.0
-3417.4103644751,-334.2164102243115,0.0
-3417.4043774707143,-334.22441840073105,0.0
-3417.3988668318802,-334.2327610803414,0.0
-3417.393951662207,-334.2414669068061,0.0
-3417.389794168885,-334.2505575734152,0.0
-3417.3866168634627,-334.26003321269746,0.0
-3417.3847205239886,-334.2698422486668,0.0
-3417.3844881529467,-334.2798246605381,0.0
-3417.44743207369,-334.45968500111707,0.0
-3417.444074960882,-334.4502653518255,0.0
-3417.440714888436,-334.44084675785695,0.0
-3417.437351856684,-334.43142922014266,0.0
-3417.4339858659578,-334.4220127396104,0.0
-3417.4306169165893,-334.4125973171916,0.0
-3417.4272450089115,-334.4031829538143,0.0
-3417.423870143258,-334.39376965040964,0.0
-3417.4204923199604,-334.3843574079056,0.0
-3417.4171115393538,-334.37494622723267,0.0
-3417.4137278017706,-334.36553610931895,0.0
-3417.4103411075457,-334.35612705509357,0.0
-3417.4069514570137,-334.3467190654873,0.0
-3417.403558850509,-334.33731214142665,0.0
-3417.400163288366,-334.3279062838417,0.0
-3417.396764770921,-334.3185014936604,0.0
-3417.3933632985086,-334.3090977718119,0.0
-3417.389958871465,-334.2996951192246,0.0
-3417.769295242832,-333.93512984487086,0.0
-3417.6845124855145,-334.0145941850027,0.0
-3417.515571513076,-334.127539394569,0.0
-3417.43061574061,-334.19402898478626,0.0
-3417.6292626823138,-334.0564089386757,0.0
-3417.6845124855145,-334.0145941850027,0.0
-3417.387418513971,-334.29201438010904,0.0
-3418.3500986523836,-335.6228913976146,0.0
-3418.3598183767144,-335.62523097812806,0.0
-3418.3693200476514,-335.6283398247713,0.0
-3418.3785428869255,-335.63219805153506,0.0
-3418.38742789984,-335.63678097893467,0.0
-3418.3959182526337,-335.64205929187443,0.0
-3418.4039596360217,-335.6479992271643,0.0
-3418.411500612593,-335.65456278948915,0.0
-3418.418492945832,-335.66170799444876,0.0
-3418.424891908668,-335.66938913711584,0.0
-3418.430656569576,-335.6775570843888,0.0
-3418.435750054399,-335.68615958928024,0.0
-3418.4401397822153,-335.69514162511535,0.0
-3418.4437976737477,-335.7044457375165,0.0
-3418.2308574919816,-335.6100434991762,0.0
-3418.240842867499,-335.6105833876062,0.0
-3418.2508224886233,-335.6112208560049,0.0
-3418.2607954017976,-335.61195584346206,0.0
-3418.2707606541057,-335.61278827974974,0.0
-3418.280717293365,-335.61371808532766,0.0
-3418.290664368213,-335.6147451713529,0.0
-3418.3006009282044,-335.61586943968734,0.0
-3418.310526023896,-335.61709078290585,0.0
-3418.320438706941,-335.618409084309,0.0
-3418.3303380301786,-335.61982421793283,0.0
-3418.164630090365,-335.60977278082845,0.0
-3418.1746263773803,-335.60950219423614,0.0
-3418.184625053803,-335.60934269191625,0.0
-3418.1946248852414,-335.60929429356133,0.0
-3418.204624637161,-335.60935700514557,0.0
-3418.2146230750373,-335.60953081892774,0.0
-3418.164630090365,-335.60977278082845,0.0
-3418.1746263773803,-335.60950219423614,0.0
-3418.184625053803,-335.60934269191625,0.0
-3418.1946248852414,-335.60929429356133,0.0
-3418.204624637161,-335.60935700514557,0.0
-3418.2146230750373,-335.60953081892774,0.0
-3418.1453231596033,-335.6105946293186,0.0
-3418.1353392739284,-335.6111626611668,0.0
-3418.12536592452,-335.61188934450604,0.0
-3418.1154097566264,-335.61282423441975,0.0
-3418.1054631537827,-335.6138563720708,0.0
-3418.095521861534,-335.6149395081974,0.0
-3418.08558409038,-335.616055853169,0.0
-3418.075648862482,-335.6171964080069,0.0
-3418.0657170075424,-335.61836527124797,0.0
-3418.0557926154665,-335.6195914649093,0.0
-3418.045863679042,-335.6207807066229,0.0
-3418.035914334685,-335.6217798571712,0.0
-3418.0259416556837,-335.6225058775641,0.0
-3418.0118065531974,-335.62316938445383,0.0
-3418.0018119450287,-335.62349613700496,0.0
-3417.991814309927,-335.62371119988484,0.0
-3417.9818148959844,-335.62381454624426,0.0
-3417.9718149515147,-335.623806163182,0.0
-3417.9618157248988,-335.62368605174476,0.0
-3417.951818464428,-335.6234542269269,0.0
-3417.9418244181475,-335.6231107176694,0.0
-3417.931834833701,-335.622655566855,0.0
-3417.9218509581765,-335.62208883130467,0.0
-3417.904030435489,-335.62009417829785,0.0
-3417.8941996784497,-335.6182657756912,0.0
-3417.8844554800044,-335.6160224048649,0.0
-3417.874834126902,-335.6133012515143,0.0
-3417.8653877884544,-335.6100249527834,0.0
-3417.856193642358,-335.6060983785888,0.0
-3417.8473673206804,-335.6014057230763,0.0
-3417.839085448923,-335.59581165391734,0.0
-3417.8316182322487,-335.5891743378042,0.0
-3417.8253670790236,-335.5813880918265,0.0
-3417.7660469327566,-335.40030026915895,0.0
-3417.7691055135724,-335.409821040271,0.0
-3417.7721611026595,-335.41934277196816,0.0
-3417.775213699716,-335.4288654633094,0.0
-3417.7782633044408,-335.43838911335587,0.0
-3417.781309916532,-335.44791372116583,0.0
-3417.78435353569,-335.4574392858002,0.0
-3417.7873941616135,-335.46696580631766,0.0
-3417.7904317940024,-335.47649328177795,0.0
-3417.7934664325567,-335.4860217112404,0.0
-3417.7964980769775,-335.49555109376433,0.0
-3417.7995267269644,-335.5050814284088,0.0
-3417.802552382219,-335.5146127142324,0.0
-3417.805575042443,-335.524144950295,0.0
-3417.808594707337,-335.53367813565455,0.0
-3417.811611376603,-335.5432122693707,0.0
-3417.814625049944,-335.5527473505017,0.0
-3417.8176357270613,-335.5622833781057,0.0
-3418.340440623982,-335.6212661015283,0.0
-3418.2248180573088,-335.60968510991165,0.0
-3418.0220144629743,-335.6226610359839,0.0
-3417.9141396502673,-335.62148900099453,0.0
-3418.1555296931356,-335.610055202684,0.0
-3418.2248180573088,-335.60968510991165,0.0
-3417.820286139639,-335.56992683823336,0.0
-3418.1099802465096,-334.87598245655795,0.0
-3418.1165157077025,-334.86841711287514,0.0
-3418.1224256844457,-334.8603536860019,0.0
-3418.1276723730566,-334.8518437543531,0.0
-3418.1322222126328,-334.84294175245094,0.0
-3418.1360460997284,-334.8337046227277,0.0
-3418.139119574515,-334.8241914512914,0.0
-3418.141422977242,-334.814463089974,0.0
-3418.142941573994,-334.8045817670894,0.0
-3418.1436656509322,-334.7946106893825,0.0
-3418.143590576437,-334.78461363772436,0.0
-3418.142716830728,-334.7746545591287,0.0
-3418.141050002796,-334.76479715771154,0.0
-3418.138600754652,-334.75510448720456,0.0
-3418.0205647616012,-334.9559098854356,0.0
-3418.0283648573286,-334.94965227323996,0.0
-3418.0361034130497,-334.9433187150699,0.0
-3418.043779689343,-334.9369098160997,0.0
-3418.051392952737,-334.93042618870163,0.0
-3418.058942475782,-334.9238684523892,0.0
-3418.0664275371164,-334.91723723375657,0.0
-3418.0738474215414,-334.91053316641893,0.0
-3418.0812014200833,-334.9037568909534,0.0
-3418.088488830065,-334.8969090548351,0.0
-3418.095708955171,-334.8899903123779,0.0
-3417.966902196327,-334.9947231705513,0.0
-3417.97518345471,-334.9891178399823,0.0
-3417.983401921741,-334.9834208433299,0.0
-3417.991556582804,-334.9776328839186,0.0
-3417.9996464311616,-334.9717546763048,0.0
-3418.007670468076,-334.9657869461843,0.0
-3417.966902196327,-334.9947231705513,0.0
-3417.97518345471,-334.9891178399823,0.0
-3417.983401921741,-334.9834208433299,0.0
-3417.991556582804,-334.9776328839186,0.0
-3417.9996464311616,-334.9717546763048,0.0
-3418.007670468076,-334.9657869461843,0.0
-3417.9507333136185,-335.0053061872451,0.0
-3417.9422888003796,-335.0106625693736,0.0
-3417.9337603971417,-335.01588388197763,0.0
-3417.9251246265535,-335.02092598120555,0.0
-3417.916439959054,-335.0258834772145,0.0
-3417.9077298884636,-335.0307964341402,0.0
-3417.8990033272385,-335.035680351706,0.0
-3417.8902647247833,-335.0405431128403,0.0
-3417.8815123669865,-335.0453809033302,0.0
-3417.8727326652906,-335.05016775481147,0.0
-3417.8639708039245,-335.05498728381014,0.0
-3417.855303131376,-335.05997318468604,0.0
-3417.846775659275,-335.0651946453678,0.0
-3417.834901983469,-335.07289251432803,0.0
-3417.826589359327,-335.07845122277075,0.0
-3417.8183393612358,-335.08410246079103,0.0
-3417.8101530191148,-335.0898455228969,0.0
-3417.802031354937,-335.09567969213066,0.0
-3417.7939753826004,-335.10160424016266,0.0
-3417.7859861078023,-335.10761842737884,0.0
-3417.7780645279145,-335.11372150297666,0.0
-3417.7702116318565,-335.1199127050549,0.0
-3417.762428399974,-335.126191260712,0.0
-3417.7491087458147,-335.1381969461379,0.0
-3417.7421851695904,-335.14541157934565,0.0
-3417.7355737541498,-335.15291299933665,0.0
-3417.7293405926007,-335.16073110704764,0.0
-3417.723573163173,-335.16889837104736,0.0
-3417.718389621051,-335.1774471252498,0.0
-3417.7139514203027,-335.1864040970728,0.0
-3417.710480960722,-335.1957763390595,0.0
-3417.708280478874,-335.205521654328,0.0
-3417.707737768599,-335.21549201082246,0.0
-3417.7650576104334,-335.39722289703553,0.0
-3417.761995071316,-335.3877033984492,0.0
-3417.758929541172,-335.3781848626311,0.0
-3417.755861020304,-335.3686672905223,0.0
-3417.7527895090143,-335.35915068306036,0.0
-3417.749715007607,-335.3496350411868,0.0
-3417.746637516385,-335.34012036583937,0.0
-3417.743557035653,-335.33060665795927,0.0
-3417.7404735657137,-335.3210939184843,0.0
-3417.7373871068735,-335.31158214835483,0.0
-3417.734297659435,-335.302071348509,0.0
-3417.731205223705,-335.2925615198858,0.0
-3417.728109799988,-335.2830526634261,0.0
-3417.7250113885893,-335.2735447800661,0.0
-3417.7219099898157,-335.26403787074605,0.0
-3417.7188056039727,-335.25453193640385,0.0
-3417.7156982313672,-335.2450269779785,0.0
-3417.712587872306,-335.23552299640875,0.0
-3418.1030786817732,-334.8829313776373,0.0
-3418.015865605343,-334.95972054738525,0.0
-3417.8434937721836,-335.0673570823791,0.0
-3417.756511277231,-335.13117239758145,0.0
-3417.9593420943706,-334.99979681325146,0.0
-3418.015865605343,-334.95972054738525,0.0
-3417.7102876135564,-335.2277669678345,0.0
-3418.631111994595,-336.5879394362739,0.0
-3418.6407542566913,-336.59058016717887,0.0
-3418.650154646799,-336.5939830106754,0.0
-3418.659253034502,-336.5981262001777,0.0
-3418.6679912211675,-336.60298323341215,0.0
-3418.6763133122213,-336.60852304194094,0.0
-3418.6841660746804,-336.6147101898947,0.0
-3418.6914992776638,-336.62150510064106,0.0
-3418.6982660136973,-336.62886430993916,0.0
-3418.7044229987628,-336.6367407439644,0.0
-3418.7099308491665,-336.64508402041685,0.0
-3418.714754333463,-336.65384077080085,0.0
-3418.7188625978133,-336.66295498179664,0.0
-3418.722229363345,-336.6723683535567,0.0
-3418.5123280811254,-336.57138936892613,0.0
-3418.522291836084,-336.57223954000585,0.0
-3418.5322468047098,-336.57318706489224,0.0
-3418.5421920358003,-336.5742318530491,0.0
-3418.552126579086,-336.5753738046469,0.0
-3418.5620494853165,-336.5766128105711,0.0
-3418.5719598063547,-336.57794875243434,0.0
-3418.5818565952654,-336.57938150258747,0.0
-3418.5917389064066,-336.5809109241296,0.0
-3418.6016057955194,-336.58253687092446,0.0
-3418.6114563198184,-336.58425918761236,0.0
-3418.446141134179,-336.56905911846087,0.0
-3418.456141001019,-336.5690995459055,0.0
-3418.4661398014055,-336.56925107819933,0.0
-3418.47613630093,-336.569513696636,0.0
-3418.4861292654714,-336.569887368793,0.0
-3418.4961174613413,-336.5703720485392,0.0
-3418.446141134179,-336.56905911846087,0.0
-3418.456141001019,-336.5690995459055,0.0
-3418.4661398014055,-336.56925107819933,0.0
-3418.47613630093,-336.569513696636,0.0
-3418.4861292654714,-336.569887368793,0.0
-3418.4961174613413,-336.5703720485392,0.0
-3418.426817983147,-336.5692801265208,0.0
-3418.416821261142,-336.5695373861326,0.0
-3418.4068301362677,-336.5699535481692,0.0
-3418.3968497094015,-336.5705783504099,0.0
-3418.3868758185668,-336.57130065081924,0.0
-3418.376905649713,-336.57207409019395,0.0
-3418.3669379674598,-336.5728808318555,0.0
-3418.356972074309,-336.5737118507677,0.0
-3418.3470086720977,-336.5745712692882,0.0
-3418.337050946172,-336.5754882225913,0.0
-3418.3270898272967,-336.5763681004923,0.0
-3418.317114222169,-336.5770573444946,0.0
-3418.307123787995,-336.5774728647552,0.0
-3418.292974887935,-336.57769645095436,0.0
-3418.282974952376,-336.577712214512,0.0
-3418.2729754648817,-336.5776162482875,0.0
-3418.262977673775,-336.57740856426005,0.0
-3418.2529828271677,-336.5770891883571,0.0
-3418.242992172804,-336.57665816044937,0.0
-3418.2330069579048,-336.57611553434555,0.0
-3418.2230284290117,-336.57546137778667,0.0
-3418.2130578318324,-336.57469577243637,0.0
-3418.2030964110827,-336.5738188138723,0.0
-3418.1853465419313,-336.5712709099134,0.0
-3418.175577403272,-336.5691376565475,0.0
-3418.1659076867923,-336.5665923276498,0.0
-3418.156375615203,-336.56357326781296,0.0
-3418.147035738556,-336.5600047740611,0.0
-3418.1379681557473,-336.5557941625426,0.0
-3418.129292044458,-336.5508292795622,0.0
-3418.1211881535687,-336.54498035128256,0.0
-3418.113930968537,-336.5381140163467,0.0
-3418.1079249902823,-336.5301371267097,0.0
-3418.054265344564,-336.3472920510499,0.0
-3418.0570263512204,-336.3569033382385,0.0
-3418.0597843377204,-336.36651549250524,0.0
-3418.0625393037926,-336.3761285129001,0.0
-3418.0652912491646,-336.38574239847526,0.0
-3418.068040173565,-336.3953571482802,0.0
-3418.070786076722,-336.4049727613669,0.0
-3418.073528958365,-336.41458923678505,0.0
-3418.0762688182226,-336.4242065735857,0.0
-3418.079005656025,-336.43382477081923,0.0
-3418.0817394715014,-336.443443827536,0.0
-3418.084470264382,-336.45306374278624,0.0
-3418.0871980343973,-336.46268451561986,0.0
-3418.089922781278,-336.47230614508766,0.0
-3418.092644504755,-336.48192863023894,0.0
-3418.0953632045594,-336.49155197012453,0.0
-3418.098078880423,-336.50117616379373,0.0
-3418.100791532078,-336.51080121029605,0.0
-3418.621509184437,-336.5860145630191,0.0
-3418.5063027136907,-336.5708433274343,0.0
-3418.3031936695324,-336.5775058129698,0.0
-3418.1954074879095,-336.5729794530968,0.0
-3418.4370363556923,-336.5690583826036,0.0
-3418.5063027136907,-336.5708433274343,0.0
-3418.1032029520466,-336.5185234006128,0.0
-3418.414338503441,-335.8339241389473,0.0
-3418.421106084462,-335.8265657066981,0.0
-3418.4272639739097,-335.81868997971,0.0
-3418.432772782307,-335.810347335759,0.0
-3418.437597272078,-335.80159113929693,0.0
-3418.441706582954,-335.7924774000989,0.0
-3418.4450744293677,-335.78306441499467,0.0
-3418.4476792685955,-335.7734123949655,0.0
-3418.449504438556,-335.7635830800015,0.0
-3418.450538264389,-335.7536393441746,0.0
-3418.450774133138,-335.7436447934609,0.0
-3418.450210536048,-335.73366335887664,0.0
-3418.4488510782166,-335.72375888754,0.0
-3418.446704455535,-335.7139947342694,0.0
-3418.3224805383566,-335.91103209624674,0.0
-3418.3304714719166,-335.9050200928718,0.0
-3418.338403257148,-335.89893026637304,0.0
-3418.346275136166,-335.8927631986362,0.0
-3418.3540863568087,-335.8865194789265,0.0
-3418.3618361727113,-335.88019970383414,0.0
-3418.3695238433756,-335.873804477216,0.0
-3418.377148634242,-335.8673344101381,0.0
-3418.3847098167585,-335.86079012081876,0.0
-3418.392206668451,-335.85417223456676,0.0
-3418.399638472992,-335.84748138372424,0.0
-3418.2676368427938,-335.9481577083,0.0
-3418.2760884203944,-335.94281263512386,0.0
-3418.2844800878183,-335.93737398740234,0.0
-3418.2928108090678,-335.9318424365654,0.0
-3418.3010795556697,-335.92621866551445,0.0
-3418.3092853068,-335.9205033685336,0.0
-3418.2676368427938,-335.9481577083,0.0
-3418.2760884203944,-335.94281263512386,0.0
-3418.2844800878183,-335.93737398740234,0.0
-3418.2928108090678,-335.9318424365654,0.0
-3418.3010795556697,-335.92621866551445,0.0
-3418.3092853068,-335.9205033685336,0.0
-3418.2511466508986,-335.95823275577595,0.0
-3418.242539639674,-335.9633239237289,0.0
-3418.2338529796725,-335.9682774785255,0.0
-3418.225064577768,-335.97304856752487,0.0
-3418.216229933753,-335.97773357354214,0.0
-3418.2073712840943,-335.9823732719878,0.0
-3418.1984970548974,-335.986983432264,0.0
-3418.1896114482574,-335.99157207186187,0.0
-3418.1807128695136,-335.9961353251049,0.0
-3418.171788544293,-336.00064681358776,0.0
-3418.1628810345064,-336.0051915186132,0.0
-3418.154062493834,-336.0099054442981,0.0
-3418.145376759914,-336.014859176059,0.0
-3418.133269424951,-336.0221840517415,0.0
-3418.1247879467055,-336.0274815498726,0.0
-3418.1163661865603,-336.0328734804846,0.0
-3418.1080051958775,-336.03835917045717,0.0
-3418.0997060184327,-336.0439379349626,0.0
-3418.0914696902846,-336.0496090775557,0.0
-3418.083297239646,-336.05537189025716,0.0
-3418.0751896867564,-336.0612256536458,0.0
-3418.0671480437513,-336.06716963694413,0.0
-3418.05917331454,-336.07320309811314,0.0
-3418.0454867281696,-336.08478873676654,0.0
-3418.038342126903,-336.09178455786144,0.0
-3418.031500616393,-336.0990767351732,0.0
-3418.025027327861,-336.10669721066137,0.0
-3418.019008687456,-336.11468115775,0.0
-3418.0135617876263,-336.12306456932254,0.0
-3418.008847173124,-336.1318791810677,0.0
-3418.0050869168317,-336.14113895872,0.0
-3418.0025844214324,-336.15081112532454,0.0
-3418.0017318969626,-336.1607597807662,0.0
-3418.0533722066434,-336.3441853997179,0.0
-3418.0506072040253,-336.3345752613369,0.0
-3418.047839181885,-336.3249659922378,0.0
-3418.045068140497,-336.3153575933708,0.0
-3418.042294080133,-336.3057500656824,0.0
-3418.0395170010684,-336.29614341012297,0.0
-3418.036736903576,-336.28653762763935,0.0
-3418.0339537879318,-336.27693271918173,0.0
-3418.0311676544093,-336.26732868569684,0.0
-3418.0283785032843,-336.25772552813424,0.0
-3418.025586334832,-336.2481232474409,0.0
-3418.022791149328,-336.2385218445649,0.0
-3418.0199929470486,-336.22892132045615,0.0
-3418.0171917282696,-336.21932167605996,0.0
-3418.014387493268,-336.2097229123256,0.0
-3418.01158024232,-336.2001250302,0.0
-3418.008769975703,-336.19052803063136,0.0
-3418.0059566936957,-336.18093191456734,0.0
-3418.407224166625,-335.8406550609977,0.0
-3418.3176651441017,-335.9146947717993,0.0
-3418.142029208836,-336.0169185008247,0.0
-3418.0531041413433,-336.0779978038161,0.0
-3418.2599226082034,-335.95299377865985,0.0
-3418.3176651441017,-335.9146947717993,0.0
-3418.0038987590424,-336.17310809999117,0.0
-3418.8819765445915,-337.56126014034675,0.0
-3418.8915320161873,-337.56419946690653,0.0
-3418.9008220311957,-337.5678930152251,0.0
-3418.9097871652248,-337.57231715919767,0.0
-3418.91837007201,-337.5774435994009,0.0
-3418.926515850239,-337.58323954411185,0.0
-3418.9341723947286,-337.58966791906346,0.0
-3418.9412907297233,-337.5966876045939,0.0
-3418.947825322171,-337.60425369867085,0.0
-3418.9537343729803,-337.612317804113,0.0
-3418.958980084391,-337.62082833816385,0.0
-3418.963528901752,-337.6297308624499,0.0
-3418.9673517281553,-337.6389684311959,0.0
-3418.9704241105574,-337.6484819554857,0.0
-3418.7637647938195,-337.5410239152108,0.0
-3418.77369728893,-337.5421835464546,0.0
-3418.783617974267,-337.54344021115963,0.0
-3418.793525901906,-337.5447937892511,0.0
-3418.8034201251394,-337.5462441513946,0.0
-3418.813299698571,-337.54779115900675,0.0
-3418.8231636782034,-337.5494346642706,0.0
-3418.83301112153,-337.55117451014917,0.0
-3418.8428410876227,-337.55301053039847,0.0
-3418.8526526372248,-337.5549425495864,0.0
-3418.8624448328396,-337.5569703831083,0.0
-3418.6976823331397,-337.53663638699487,0.0
-3418.707676105579,-337.53698778936547,0.0
-3418.7176653567353,-337.53745020967534,0.0
-3418.727648853379,-337.5380235908372,0.0
-3418.7376253629936,-337.5387078620633,0.0
-3418.747593653923,-337.5395029388772,0.0
-3418.6976823331397,-337.53663638699487,0.0
-3418.707676105579,-337.53698778936547,0.0
-3418.7176653567353,-337.53745020967534,0.0
-3418.727648853379,-337.5380235908372,0.0
-3418.7376253629936,-337.5387078620633,0.0
-3418.747593653923,-337.5395029388772,0.0
-3418.6783616557377,-337.53625634081357,0.0
-3418.668361768586,-337.5362025793068,0.0
-3418.6583625340136,-337.536307817431,0.0
-3418.648367503593,-337.53662192754285,0.0
-3418.638375973863,-337.5370336919314,0.0
-3418.628386573898,-337.53749668630167,0.0
-3418.6183986236347,-337.5379930441828,0.0
-3418.6084117065893,-337.538513723212,0.0
-3418.598426396054,-337.53906286558,0.0
-3418.5884449697355,-337.53966969143175,0.0
-3418.5784613051483,-337.5402393542952,0.0
-3418.568469090004,-337.54061802495244,0.0
-3418.5584705657566,-337.5407226430916,0.0
-3418.5443215562705,-337.5405060922951,0.0
-3418.534325967613,-337.54021085160906,0.0
-3418.524334301584,-337.5398039491213,0.0
-3418.5143478055306,-337.53928543562785,0.0
-3418.504367726154,-337.5386553758598,0.0
-3418.4943953093552,-337.5379138484732,0.0
-3418.4844318000787,-337.5370609460391,0.0
-3418.474478442156,-337.5360967750331,0.0
-3418.4645364781513,-337.53502145582064,0.0
-3418.454607149208,-337.5338351226437,0.0
-3418.436945105445,-337.53073643266504,0.0
-3418.427247036177,-337.52830039232487,0.0
-3418.4176611564885,-337.5254555677971,0.0
-3418.408227588076,-337.5221415222194,0.0
-3418.399003208957,-337.5182842857338,0.0
-3418.390070961737,-337.5137937103862,0.0
-3418.3815534544133,-337.5085614031414,0.0
-3418.3736353843833,-337.5024632742015,0.0
-3418.366595251851,-337.4953745631784,0.0
-3418.360840258964,-337.4872147470077,0.0
-3418.3128930260364,-337.30278930915756,0.0
-3418.3153537874364,-337.3124818141231,0.0
-3418.317811503176,-337.3221750918209,0.0
-3418.320266173012,-337.33186914129294,0.0
-3418.3227177967024,-337.34156396158346,0.0
-3418.3251663740043,-337.3512595517339,0.0
-3418.327611904677,-337.3609559107883,0.0
-3418.3300543884784,-337.3706530377883,0.0
-3418.332493825167,-337.38035093177706,0.0
-3418.3349302145034,-337.3900495917969,0.0
-3418.3373635562457,-337.39974901689044,0.0
-3418.3397938501544,-337.40944920609985,0.0
-3418.342221095989,-337.419150158467,0.0
-3418.34464529351,-337.428851873035,0.0
-3418.347066442478,-337.4385543488451,0.0
-3418.3494845426544,-337.4482575849402,0.0
-3418.3518995938,-337.4579615803619,0.0
-3418.354311595677,-337.4676663341516,0.0
-3418.872438242776,-337.55903755211386,0.0
-3418.757759322777,-337.5402907497516,0.0
-3418.5545413236773,-337.54063334922574,0.0
-3418.4469480493076,-337.5327570434302,0.0
-3418.6885819816807,-337.5363524941366,0.0
-3418.757759322777,-337.5402907497516,0.0
-3418.3564816901435,-337.475459783937,0.0
-3418.6887576825097,-336.80086794785285,0.0
-3418.6957508361616,-336.79372354584535,0.0
-3418.7021506809538,-336.7860431379995,0.0
-3418.7079162797204,-336.77787585271557,0.0
-3418.713010752305,-336.7692739327482,0.0
-3418.717401511468,-336.76029240102946,0.0
-3418.721060471335,-336.75098870871244,0.0
-3418.7239642270497,-336.7414223676775,0.0
-3418.726094204484,-336.73165456986163,0.0
-3418.727436779052,-336.7217477958368,0.0
-3418.727983362858,-336.71176541514984,0.0
-3418.727730459631,-336.7017712809704,0.0
-3418.7266796870877,-336.69182932165063,0.0
-3418.7248377665874,-336.68200313180415,0.0
-3418.5945461038978,-336.87508183660543,0.0
-3418.6027201445786,-336.8693212582761,0.0
-3418.610837485831,-336.86348105496256,0.0
-3418.6188973520384,-336.8575617846989,0.0
-3418.6268989730784,-336.8515640130731,0.0
-3418.6348415843927,-336.845488313175,0.0
-3418.6427244270617,-336.83933526554006,0.0
-3418.650546747877,-336.83310545809394,0.0
-3418.658307799412,-336.82679948609814,0.0
-3418.666006840095,-336.82041795209,0.0
-3418.673643134281,-336.8139614658282,0.0
-3418.53857433578,-336.9104838589644,0.0
-3418.5471880562427,-336.9054042141941,0.0
-3418.555744805664,-336.9002291769439,0.0
-3418.564243527665,-336.8949593860995,0.0
-3418.5726831730326,-336.88959549224666,0.0
-3418.581062699845,-336.88413815758616,0.0
-3418.53857433578,-336.9104838589644,0.0
-3418.5471880562427,-336.9054042141941,0.0
-3418.555744805664,-336.9002291769439,0.0
-3418.564243527665,-336.8949593860995,0.0
-3418.5726831730326,-336.88959549224666,0.0
-3418.581062699845,-336.88413815758616,0.0
-3418.521778787894,-336.9200411902647,0.0
-3418.513017605411,-336.92486221866596,0.0
-3418.504181092429,-336.92954322341075,0.0
-3418.4952485614194,-336.93403868646107,0.0
-3418.4862724878362,-336.9384466700459,0.0
-3418.4772738292804,-336.942808621403,0.0
-3418.4682605173557,-336.94714056435726,0.0
-3418.4592365027816,-336.95145064320616,0.0
-3418.4502003118905,-336.9557349445495,0.0
-3418.441139996854,-336.95996670546026,0.0
-3418.4320954560867,-336.96423218980385,0.0
-3418.423134578659,-336.9686695798791,0.0
-3418.4142989858074,-336.97335079030364,0.0
-3418.4019697047515,-336.9802955863642,0.0
-3418.393327577685,-336.9853267491964,0.0
-3418.384742202995,-336.99045415605553,0.0
-3418.3762146524687,-336.995677166844,0.0
-3418.3677459906753,-337.0009951295268,0.0
-3418.3593372748314,-337.0064073802168,0.0
-3418.350989554671,-337.01191324325447,0.0
-3418.3427038723125,-337.01751203129584,0.0
-3418.334481262131,-337.02320304539427,0.0
-3418.326322750626,-337.02898557509116,0.0
-3418.3122824729335,-337.04013995861493,0.0
-3418.304923758564,-337.04691019959193,0.0
-3418.297858771704,-337.0539860795138,0.0
-3418.291151618678,-337.06140155046126,0.0
-3418.2848875899413,-337.0691944566857,0.0
-3418.2791826019284,-337.0774044152191,0.0
-3418.274196134758,-337.0860681393188,0.0
-3418.270149719558,-337.09520649439986,0.0
-3418.267347631611,-337.10479615514384,0.0
-3418.2661861177085,-337.11471348485117,0.0
-3418.3120969365705,-337.2996563841015,0.0
-3418.309632145413,-337.289964903114,0.0
-3418.30716430916,-337.2802741970812,0.0
-3418.3046934280546,-337.2705842669614,0.0
-3418.302219502341,-337.260895113709,0.0
-3418.2997425322633,-337.2512067382825,0.0
-3418.2972625180655,-337.2415191416369,0.0
-3418.2947794599936,-337.2318323247304,0.0
-3418.292293358292,-337.22214628851776,0.0
-3418.2898042132065,-337.2124610339567,0.0
-3418.2873120249824,-337.2027765620022,0.0
-3418.2848167938664,-337.1930928736106,0.0
-3418.2823185201046,-337.1834099697399,0.0
-3418.279817203943,-337.17372785134353,0.0
-3418.2773128456297,-337.1640465193788,0.0
-3418.274805445411,-337.15436597480095,0.0
-3418.272295003535,-337.1446862185662,0.0
-3418.269781520249,-337.13500725163044,0.0
-3418.681437456276,-336.807374359142,0.0
-3418.589619130229,-336.8785929823589,0.0
-3418.4108890092825,-336.97530501056,0.0
-3418.3201073985088,-337.0335892110596,0.0
-3418.53071343158,-336.91507767839806,0.0
-3418.589619130229,-336.8785929823589,0.0
-3418.2679679006114,-337.12712322008764,0.0
